Views,Duration,Likes,Comments,Category,Title_Length,Channel_Subscribers,Channel_Views,Video_Age,Average_Video_Views,Hashtag_Count,Audio_Language,Total_Videos_Posted,Channel_Size_Num,Channel_Age,Title_Sentiment,Engagement_Rate
2352868,30,0,1798,13,22,1580000,1018673547,527,703018.320910973,0,63,1449,3,3455,0.0,0.11379746835443037
3709236,26,124712,5041,13,90,24800,15269885,629,246288.467741935,8,16,62,1,3250,0.0,523.1975806451613
2905879,14,113628,4680,3,71,2600000,1643923740,52,1635745.01492537,4,50,1005,3,4352,0.0,4.550307692307692
3044336,27,125587,2033,13,34,70700,93919723,496,1304440.59722222,0,16,72,1,514,0.5,180.5091937765205
4710296,21,218087,9848,10,56,696000,133260895,356,2019104.46969696,1,63,66,2,3937,0.0,32.7492816091954
13315133,17,615788,8192,3,68,831000,1215303196,199,3971579.07189542,0,16,306,2,3777,0.0,75.0878459687124
7746538,16,0,5910,13,50,1580000,1018673547,820,703018.320910973,1,63,1449,3,3455,0.15,0.3740506329113924
41080303,10,424408,171,3,97,32000000,16909305227,163,2821509.29868179,9,16,5993,4,1259,0.0,1.3268093749999998
60110322,17,2042134,92248,10,38,696000,133260895,419,2019104.46969696,2,63,66,2,3937,0.0,306.6640804597701
14341388,497,57574,2541,2,63,1490000,461236792,1473,1133259.93120393,0,63,407,3,4085,-0.25,4.034563758389262
905629,13,0,855,13,32,1580000,1018673547,675,703018.320910973,0,63,1449,3,3455,0.0,0.05411392405063291
82309949,15,2675376,2720,1,32,12500000,7701739937,250,12342531.9503205,0,43,624,4,4658,0.0,21.424768
6220682,10,289310,652,13,39,1470000,646561272,746,829988.795892169,1,63,779,3,5560,0.0,19.72530612244898
2475171,17,0,3316,13,34,1580000,1018673547,330,703018.320910973,0,63,1449,3,3455,0.0,0.20987341772151896
4321502,1550,85515,7521,13,46,558000,97874650,119,135937.013888888,0,16,720,2,4800,0.0,16.67311827956989
15731408,53,926952,18908,10,34,132000,32021396,277,627870.509803921,0,17,51,2,369,0.0,716.5606060606061
20125372,27,362739,655,3,81,14200000,6186866357,140,1284115.05956828,6,16,4818,4,3404,0.0,2.5591126760563383
35083944,13,737082,780,13,99,593000,194828140,203,671821.172413793,9,31,290,2,641,0.0,124.42866779089377
23086816,28,1372881,6870,14,38,18500000,27462692256,167,21272418.4786986,0,63,1291,4,1322,0.0,7.4581135135135135
8988609,24,146260,279,3,31,711000,445351047,147,3114342.98601398,0,16,143,2,3819,0.0,20.61026722925457
4755929,19,97832,182,3,96,32000000,16909305227,212,2821509.29868179,8,16,5993,4,1259,0.0,0.30629375000000003
1476141,20,0,8538,13,35,1580000,1018673547,468,703018.320910973,0,63,1449,3,3455,0.0,0.540379746835443
3017973,25,0,10380,13,31,1580000,1018673547,44,703018.320910973,0,63,1449,3,3455,0.0,0.6569620253164556
3455076,15,110287,303,13,31,392000,55326086,841,84986.307219662,0,17,651,2,2319,0.0,28.21173469387755
1165651,482,24813,1105,13,38,1180000,289634553,255,382608.392338177,0,16,757,3,5974,0.0,2.196440677966102
8807401,54,529498,2936,13,34,1180000,289634553,326,382608.392338177,0,16,757,3,5974,0.2,45.12152542372881
49566826,17,664005,6889,13,64,293000,80234809,732,226013.546478873,1,19,355,2,829,0.0,228.9740614334471
4768424,59,413081,5792,3,58,2920000,5292652385,316,2391618.79123361,1,63,2213,3,4505,0.0,14.344965753424658
523393,16,14667,28,0,52,49800,18796985,2270,15134.4484702093,0,63,1242,1,6890,0.0,29.508032128514056
719721,10,9155,0,13,85,3680,1327718,1109,1319.79920477137,0,17,1006,1,5354,0.0,248.77717391304347
63359583,16,1713105,15044,3,46,458000,463008118,473,3149715.08843537,2,17,147,2,565,0.0,377.32510917030567
40452936,11,868740,5394,3,41,2600000,1643923740,101,1635745.01492537,3,50,1005,3,4352,0.0,33.620538461538466
12609439,16,458101,2436,13,100,63500,19114149,1144,335335.947368421,9,63,57,1,1322,0.8,725.2551181102363
6157409,273,51816,970,2,41,54500,7907313,3659,54911.8958333333,0,63,144,1,6869,0.0,96.85504587155962
349822,58,19785,652,13,50,558000,97874650,335,135937.013888888,0,16,720,2,4800,0.5,3.6625448028673833
175201,50,8783,167,2,39,2130000,375099897,203,237104.865360303,0,63,1582,3,3377,0.0,0.42018779342723006
33312497,10,932542,426,3,100,32000000,16909305227,230,2821509.29868179,9,16,5993,4,1259,0.0,2.915525
47421206,15,1078747,7555,13,67,2600000,1643923740,209,1635745.01492537,3,50,1005,3,4352,0.0,41.78084615384615
1808246,12,54040,1274,2,41,2130000,375099897,169,237104.865360303,0,63,1582,3,3377,0.0,2.5969014084507043
8055593,15,0,578,6,76,267000,226469728,122,820542.492753623,3,17,276,2,201,0.0,0.2164794007490637
7751792,14,0,991,13,32,1580000,1018673547,823,703018.320910973,1,63,1449,3,3455,0.16,0.06272151898734177
12659,4485,91,4,4,80,39300,7554261,7,839362.333333333,0,16,9,1,738,0.112499999999999,0.24173027989821882
41113526,13,2109048,3143,3,62,2440000,1515218258,1221,3018363.06374502,2,20,502,3,6425,0.7,86.56520491803279
2267302,36,124618,3803,10,75,155000,435869866,164,925413.728237791,4,63,471,2,360,-0.5,82.85225806451612
408879,24,21430,203,1,50,1250000,287403000,122,533215.21335807,2,16,539,3,4916,0.0,1.73064
56213990,28,1545158,3545,3,63,1710000,528845530,229,888816.016806722,3,11,595,3,3830,-0.0499999999999999,90.56742690058479
24222881,10,278782,145,3,100,32000000,16909305227,141,2821509.29868179,9,43,5993,4,1259,0.0,0.8716468749999999
