Views,Likes,Engagement_Rate,Comments,Average_Video_Views,Hashtag_Count,Channel_Country,Video_Age,Weekly_Videos,Total_Videos_Posted,Title_Length,Month,Channel_Subscribers,Publish_Hour_Time,Title_Sentiment,Duration
1213754,15206,1.3590068498229402,1289,2567368.10310219,0,86,15,2.150827025511634,1096,43,1,7920000,8,-0.133333333333333,1109
18624582,1095844,5.96347343526958,14828,286785.169014084,3,85,601,0.7729393468118196,71,64,5,69400,6,-0.6,45
269692,4600,1.76905507022826,171,74048.0620437956,0,51,2080,0.5962076468759714,274,21,5,239000,2,0.0,404
185311,0,0.017268267938762398,32,204026.701594533,0,87,144,6.783664459161147,878,81,8,391000,4,-1.0,15
782016,0,0.0370836402324249,290,17077.7811906269,3,86,262,4.1685838204789745,3158,95,5,255000,3,0.3,60
55528,1737,3.14796138884886,11,92785.8412786196,2,32,335,12.816322397731875,9041,89,2,3130000,21,0.0,15
354295,16002,4.55411450909552,133,4251434.25017325,0,86,136,2.2069040856456192,1443,19,9,23800000,12,0.0,54
2944143,187522,6.41181491524019,1251,743163.761343547,1,32,332,4.354472140762463,1697,50,2,5820000,20,0.0,42
5173622,457868,8.98511719642447,6988,498677.103585657,0,86,887,3.815418023887079,502,55,8,366000,6,0.0,58
821587,9753,1.197316900097,84,391154.776595744,0,27,581,0.32590391282813275,94,64,6,151000,7,0.5,369
937530,72245,7.812123345386281,996,495217.782258064,0,86,711,0.3783783783783784,124,37,2,2430000,9,0.0,500
270796,14306,5.75488559653761,1278,74264.30155104,0,61,137,10.33167701863354,8317,51,9,2310000,6,-0.699999999999999,1949
216703,4389,2.07288316266964,103,158265.657931034,0,86,8,0.902061855670103,725,44,1,788000,5,0.5,813
550633,0,0.12331262383474999,679,27746.3382899628,3,32,96,6.538194444444445,269,62,10,18700,23,0.5,41
213473,10956,5.18004618851095,102,62993.6,0,86,850,0.15283842794759825,55,41,9,151000,8,0.0,48
89641,1242,1.81167099876172,382,101610.544188468,0,87,5,167.85104270109235,169026,79,1,17400000,12,0.291666666666666,598
2137082,169734,7.99417149178178,1108,329498.345679012,6,8,42,0.853273137697517,324,68,12,176000,22,0.0,30
78412,126,0.188746620415242,22,308929.413323239,0,86,776,1.3791200596569724,1321,65,12,497000,11,0.0,59
3072408,92136,3.00031766614329,46,1031357.40105078,5,32,10,8.6235167206041,1142,90,1,2440000,2,0.25,37
306820,13135,4.55706929144123,847,203495.141025641,0,11,155,1.3031026252983293,312,40,8,526000,6,0.433333333333333,650
12326,96,0.795067337335713,2,2574.2,0,87,2079,0.01682692307692308,5,40,5,37,12,0.0,29
94305,3356,3.5745718678755103,15,504504.212027278,2,32,94,2.65483188337644,1613,100,10,2050000,3,0.85,14
109027,1043,1.82340154273712,945,9601.78854614722,2,86,1588,88.19913285847011,40685,108,9,407000,10,-0.23076923076923,33
170298,4004,2.45628251652984,179,1488926.06686626,0,86,24,1.0474910394265233,1002,90,12,7180000,8,0.0,1066
1444412,20727,1.8173485127512001,5523,180956.878431372,0,86,4002,1.461437694448993,1275,26,2,1330000,10,0.0,195
2221520,60818,2.8265331844862898,1974,1696092.12175648,0,11,185,0.9793353811784419,501,35,7,3330000,5,0.0,1509
108825,2298,2.20721341603491,104,1466.08064516129,0,60,806,0.526060606060606,186,50,11,3400,21,0.0,431
35318951,811221,2.38677813505842,31764,35948.366837938,0,87,4078,280.6619792582176,228098,80,11,42300000,15,0.0,1107
369064,6466,2.51717859233086,2824,112853.8047536,0,87,11,15.959505227506995,15483,61,1,3740000,8,0.0,977
87541,6786,8.82329422784752,938,119670.635458167,0,85,20,0.640422817568799,502,30,12,556000,9,0.0,1545
283700,9297,3.3852661261896304,307,60802.5736040609,0,86,1040,0.8130896226415094,197,28,3,144000,13,0.0,1120
37724481,615211,1.63367920157735,1086,591152.787878787,6,87,118,1.8704453441295548,264,97,9,202000,6,0.0,20
1382256,98181,7.135364216179919,448,616050.173913043,2,32,50,4.782178217821783,69,63,11,1510000,3,0.0,48
12561784,625571,5.01769493887174,4741,1097984.5980293,0,86,311,3.9254746387078496,3958,29,3,11800000,7,0.0,44
8765082,76347,0.9084113531396509,3276,1189623.41401273,0,85,1229,0.38027681660899654,157,70,9,1240000,5,0.0,5289
8501761,43558,0.530890012081026,1577,518130.113207547,0,41,93,0.10886150234741784,53,84,10,224000,23,0.0,176
169408,5138,3.13444465432565,172,282179.083516483,0,74,1305,1.390829694323144,455,49,6,3630000,23,0.0,6108
209977,12147,5.84444963019759,125,57792.9087635054,0,25,246,7.110975609756098,3332,25,5,1400000,6,0.136363636363636,24
11996145,980926,8.31872238956764,17000,725378.696319018,2,86,30,8.743295019157088,326,34,12,2190000,18,0.0,61
665422,14866,2.36120837603806,846,349278.575757575,0,86,7,4.529411764705882,33,97,1,42300,10,-0.0499999999999999,3901
20779768,444135,2.1422760831593504,1025,1735447.07260726,3,5,663,3.562311051394021,1515,41,3,6280000,5,0.0,25
8496279,151287,1.83342613866611,4486,1870748.90819081,0,86,2196,3.0660358762073723,2222,44,1,20900000,6,0.0,250
2519400,132092,5.39374454235135,3798,25528.6297991355,0,86,2326,7.266033254156769,3933,25,9,1100000,6,0.2,678
2871182,167763,5.96200449849574,3417,186551.613207547,0,32,1334,0.5011820330969268,212,25,5,455000,18,0.0,283
2560481,15137,0.599223349050432,206,1335269.39805825,0,86,185,0.40437464946719015,103,42,7,220000,23,-0.125,1286
5197222,93355,1.80719622906237,569,435623.081081081,4,87,329,1.215962441314554,111,49,2,54300,9,0.0,26
260438,8454,3.31441648300171,178,23151.0,0,86,65,0.5833333333333333,32,49,11,16000,6,0.0,528
19998,2604,15.716571657165701,539,61847.5875656742,1,86,5,2.2417274256870443,1142,48,1,380000,9,0.0,691
9543327,426100,4.52959434377549,6174,950523.569937369,0,85,816,1.3696895424836601,479,23,10,978000,7,1.0,26
40732,910,2.45998232348031,92,84283.8115100316,0,86,5,8.015719467956469,1894,78,1,518000,18,0.0121212121212121,1314
19458,873,4.97481755576112,95,30470.6045068582,0,86,11,5.738688085676038,3062,62,1,667000,12,0.0,663
7175046,11772,0.164068634542552,0,13821013.8132678,0,86,983,2.13142144638404,1221,66,5,22900000,2,0.25,3802
10250140,527071,5.1936754034579,5288,319156.918719211,1,86,1003,0.5847736625514404,406,55,4,717000,6,-0.0499999999999999,23
23069895,126164,0.5561186992832,2132,12509861.3756999,0,32,1695,22.871206621170323,22502,91,5,284000000,22,0.0,315
6302806,155569,2.8286607583987102,22716,2053714.44331641,0,86,2607,3.123049823855058,1773,52,11,12500000,4,-0.0999999999999999,342
715189,14816,2.07735297942222,41,1686433.76972418,2,32,24,10.40324118207817,1559,97,12,7830000,11,0.136363636363636,27
47147,1462,3.13911807750228,18,79583.4930924548,3,86,623,1.0889403207141677,941,77,5,1260000,10,0.0,14
5500342,342708,6.2435935801810105,711,37682902.8430034,0,86,987,1.9276315789473684,586,17,5,30600000,15,0.0,29
29190909,1912003,6.572508584778911,6572,7222562.52651515,1,86,447,2.879252142300701,1584,27,10,31200000,11,0.0,20
3634542,70291,2.29723580027414,13203,101610.544188468,0,87,212,167.85104270109235,169026,48,6,17400000,7,0.0,28
54947,2732,5.2159353558884,134,4808.89667049368,0,86,23,4.40216606498195,871,87,12,48300,13,0.5,1390
6668311,22047,0.334747434545269,275,982241.879518072,0,82,179,0.14016887816646562,83,41,7,308000,2,0.0,52
2511647,78273,3.1395335411385403,581,2410985.61297539,0,86,49,2.882542607093505,894,54,12,3150000,9,0.5,30
1030931,12379,1.37012079372916,1746,618598.530506721,1,85,162,4.388804841149773,2901,48,8,3580000,9,0.0,611
516953,12500,2.48320446926509,337,1488926.06686626,0,86,54,1.0474910394265233,1002,90,11,7180000,8,1.0,904
12117639,753229,6.2302318133095005,1728,1089168.73795435,1,86,481,1.684499593165175,1183,49,9,4030000,8,-0.5,60
2538046,28685,1.22846473231769,2494,180956.878431372,0,86,1025,1.461437694448993,1275,52,3,1330000,10,0.0,3937
2121698,55974,2.7977120212207303,3385,1175011.62400335,0,11,19,8.483302254619428,7149,65,12,16100000,9,0.136363636363636,1430
303725,10018,3.5123878508519204,650,300999.277108433,0,32,1468,1.012783265543289,249,99,1,605000,2,0.0,1524
830593,47373,5.86243804125486,1320,6858990.45104895,0,86,13,1.382119433897135,572,45,1,12800000,0,0.0,172
45312,433,0.993114406779661,17,116520.75297619,0,46,2836,1.5529877847474414,672,98,4,104000,1,0.0,99
1093608,75144,7.11708400084856,2689,1876356.54988123,0,32,372,1.9699197860962567,842,72,1,6440000,19,-0.15,416
8814090,19410,0.22313137260908303,257,36318858.3310104,0,32,46,0.9494328922495273,287,87,12,24900000,19,0.248051948051948,503
1160945,21418,1.9205044166605598,878,467746.05,0,86,2145,0.40829552819183407,180,37,3,709000,8,0.0,871
31297,5212,19.104067482506302,767,72319.3514964587,1,85,4,10.42142857142857,8754,99,1,380000,0,0.0,223
93647,354,0.378015312823688,0,7685.22971014492,0,86,4140,1.4884437596302003,1380,78,9,29400,9,0.0,277
179891,2540,1.55316274855329,254,388714.085135757,0,86,2551,8.652445961319682,4346,52,1,4180000,15,-0.4,353
5253006,450112,8.59355576597475,1308,1089168.73795435,2,86,236,1.684499593165175,1183,62,5,4030000,8,-1.0,60
1509989,104755,7.11415778525538,2668,195928.922558922,3,87,90,1.7196029776674937,297,52,10,268000,13,0.0,57
485634,9337,2.04310241869391,585,199221.280570872,0,86,1432,15.13040430007011,9249,54,2,3790000,9,0.2,318
424263,6037,1.4252951588990699,10,12044.4472049689,0,32,151,6.83030303030303,161,43,8,7000,3,0.666666666666666,26
403306,20635,5.26002588605178,579,282027.932065217,1,86,167,1.038291011688835,368,58,8,1030000,6,0.0,59
54687,294,0.565033737451313,15,3253.3,1,86,9,11.518987341772153,130,99,1,129000,7,0.414545454545454,5044
2941658,57160,1.99343363504527,1480,2719353.6,0,87,1655,0.11405959031657356,35,55,7,1820,7,0.0,198
16487,1077,6.938800266876929,67,40807.9487179487,0,85,19,0.3044836047289761,195,34,12,122000,7,-0.1,266
442269,20687,6.1975856322735705,6723,240205.521628498,0,86,70,1.2561643835616438,393,31,11,868000,9,0.0,1285
189766,6716,3.8853113834933497,657,1248410.04651162,0,83,8,0.10715557137771449,43,82,1,474000,4,0.183333333333333,1818
12179,1037,8.86772312997783,43,47040.8885017421,0,86,30,1.0393171236420071,574,64,12,132000,10,0.0,570
168275,6010,3.6594859604813497,148,114379.491749174,4,87,25,1.0271186440677966,303,73,12,85800,6,0.0,44
21190899,183212,0.88943843298012,5268,2974941.45954916,0,86,2642,8.555949966193374,7231,89,10,27200000,14,0.375,214
78249,4097,5.36364681976766,100,681222.909090909,0,22,6,0.5467455621301774,66,94,1,408000,6,0.0,3836
81917,866,1.14750296031348,74,254987.56,0,86,9,2.0,50,76,1,54100,2,0.05,4872
32942,852,2.6804687025681497,31,24134.2086720867,0,11,25,1.022970297029703,369,74,12,131000,7,0.16,779
1939088,28757,1.48781282747353,93,2465533.84407484,2,86,179,5.840416305290546,2886,72,7,5040000,10,0.105357142857142,14
6280625,171286,2.73194148671509,297,328090.866364665,0,86,519,13.053854276663147,1766,85,8,1660000,5,0.0,43
700007,19025,2.81825753171039,703,153258.176211453,0,85,377,1.7490368739680793,454,78,1,708000,6,0.5,684
21020,599,2.99238820171265,30,123833.696969696,0,86,246,0.4116598778004073,231,33,5,281000,17,0.5,24
790156,10827,1.4752782994750402,830,87710.2329896907,0,85,43,5.315762004175365,1455,96,12,1060000,4,0.5,1333
1319557,7693,0.623997296062239,541,163247.446490218,0,27,216,4.763508222396242,869,56,6,645000,6,0.45,3254
785853,8127,1.07730071654622,339,31587.0196353436,0,77,2397,0.7253306205493387,713,17,6,187000,19,0.0,80
10464804,146101,1.4021953970662,636,50096.5509090909,3,32,137,1.207275007839448,550,44,9,138000,16,0.0,14
108832,3030,2.84567039106145,67,546983.077085533,0,11,30,1.8950829045168667,947,66,12,3730000,16,0.4,1682
6507509,148385,2.28354659209845,217,1089542.03557312,6,32,14,5.3343373493975905,506,63,1,1420000,3,0.5,13
1160563,41103,3.62961769417084,1021,1395862.84307359,0,32,8,3.66874645490641,1848,93,1,4780000,10,0.0,26
664656,9385,1.72525336414626,2082,17504.1331154547,0,86,9,259.16695753344965,63644,80,1,1820000,11,0.0,230
2817006,76562,2.75082836174292,929,1180813.21659815,0,86,1738,11.925585467279493,7784,82,4,29700000,4,0.175,2457
885333,66661,7.53298476392498,31,655139.888586956,0,32,144,2.696817420435511,1840,34,8,13500000,18,0.225,52
45386845,709654,1.563567593209,0,2395834.92447916,0,86,85,1.7137392413133565,768,59,10,2850000,22,0.0,30
12852063,523128,4.07910387616369,1121,1180735.76149425,4,32,618,2.832558139534884,1044,69,5,2790000,11,-0.166666666666666,12
4875382,133516,2.77096235741117,1579,27416.98046875,3,32,809,1.2375690607734806,256,47,11,12100,21,0.0,14
1067649,18394,1.99822226218541,2940,19878.8562979278,1,86,212,49.80757509795385,49032,40,6,4440000,22,0.0,433
67103535,296929,0.44931462999676497,4577,3756280.70495767,0,86,1012,17.44258453297623,7443,57,4,81100000,4,0.9,3679
20843921,1332381,6.428708878718161,7614,965292.352564102,7,86,318,1.468728984532616,312,82,3,992000,15,0.0,54
2522263,202839,8.19668686413748,3903,1844271.25121555,0,2,630,3.9299363057324843,617,36,4,2430000,5,0.0,45
3616285,70383,1.9832507670164201,1337,12823.4741661216,2,86,10,189.9041873669269,76450,80,1,2380000,9,0.0,26
1163229,18686,1.6230682006724302,194,104931.1009009,5,32,152,0.8013613861386139,555,99,8,172000,1,0.5,34
2159261,73600,3.48077420932439,1559,129566.837320574,0,86,470,0.7361006289308176,418,40,10,624000,5,0.0,505
85208,4516,5.61214909398178,266,97506.9651455264,4,86,122,8.767326732673267,2783,68,9,887000,8,0.0,60
28485,144,0.540635422152009,10,43943.0404721753,0,86,4244,0.6243044066776959,593,57,6,37700,7,0.0,109
1675547,111386,6.8587750746472596,3536,57734.7568627451,2,86,111,28.90688259109312,1020,87,9,356000,15,0.0,60
172648,1429,1.0611185765256401,403,13506.7285877426,0,75,5,259.41362789459674,139231,97,1,3170000,3,0.0,78
431339,8724,2.0865259111742698,276,19923.5365853658,3,87,628,0.6839847473784556,205,83,5,21700,13,0.5,13
1349336,1006,0.0808545832913373,85,2225693.14717477,0,2,71,1.4432403142779735,761,37,11,3300000,3,0.0,886
3898513,117901,3.4886891489139504,18106,136560.018792114,0,86,163,37.0106218189865,23893,57,8,4070000,13,0.5,13
3313270,83797,2.53067211546297,51,7221476.63950276,3,32,11,1.2498150431565969,724,40,1,12400000,4,0.25,40
1693422,46678,2.76274903715671,107,774221.882352941,5,32,81,0.11817279046673287,17,69,10,132000,6,0.0,27
110835,7992,7.23056796138403,22,1236793.04075691,3,32,33,2.079118028534371,687,85,12,1280000,22,0.0,31
5167259,115875,2.30541956576978,3252,117517.90625,0,73,126,16.918429003021146,800,15,9,253000,14,0.5,10
2380688,95765,4.16249420335634,3331,2300629.27777777,0,82,333,0.22183098591549294,18,38,2,93900,2,0.5,35
8239332,53041,0.6723846059365001,2359,2109269.792,0,87,1785,0.17759285569311953,125,42,3,1630000,10,0.316666666666666,1900
24306035,1117025,4.62655468076138,7507,307572.9375,1,32,1387,0.3856749311294766,80,90,4,46800,2,0.0,38
2243230,159748,7.21067389433985,2004,163414.428571428,0,87,133,0.2899408284023669,14,23,9,6920,5,-0.549999999999999,29
3073833,36856,1.2373151046266901,1177,157322.085884353,0,87,3725,1.9296765119549928,1176,9,11,10300,20,0.0,384
910617,49470,5.4883666788562,508,276703.09600477,0,86,251,13.241962774957699,6708,16,5,2340000,13,-0.6,60
38319,3529,9.655784336752001,171,17154.5,0,87,11,0.17177914110429449,8,29,1,23900,5,1.0,1504
324912,12233,4.36825971339932,1960,1083181.11231603,0,86,5,5.3111960035263,5164,28,1,7520000,5,0.25,67
880217,27272,3.18478284332159,761,22525.5461538461,0,87,185,0.9774436090225564,130,54,7,58200,2,0.0,2023
376157,4204,1.20747453855703,338,94489.4728260869,0,86,92,6.133333333333333,184,73,10,113000,3,0.55,4457
1019677,13560,1.3394437650353899,98,296931.641636457,0,76,172,5.75436355896126,1931,60,7,1470000,5,-0.15,18
343252,8683,2.58993392609511,207,58109.4668655097,0,32,1836,123.24633991088479,55320,82,1,13000000,6,0.0,465
11355188,767107,6.765577108895069,1137,1727935.62711864,5,33,700,0.22324324324324324,59,98,2,318000,15,0.0,46
889443,51847,6.35116584199324,4643,641283.277777777,0,32,9,9.692307692307692,36,88,1,667000,3,0.3125,507
105857,1968,1.9743616388146201,122,26165.3333333333,0,86,10,1.9743589743589745,165,70,1,28300,14,0.2,833
4112196,252255,6.15041209125246,662,985274.014796547,1,32,1128,4.178873757821126,1622,36,12,5130000,17,-0.5,60
121553,4639,4.04514902964139,278,112542.396,0,32,1441,0.4244482173174873,250,41,2,428000,5,0.6,928
502062,15201,3.4330421342384003,2035,854745.084656084,1,86,70,0.586046511627907,378,54,11,2690000,7,0.0,1010
276066,15317,5.99929002484913,1245,682381.558823529,0,45,481,0.5728038507821902,136,77,9,1340000,3,0.4,601
3785613,37920,1.02992566857732,1069,45850814.6025641,0,25,1767,0.18527315914489312,78,61,3,10800000,15,0.25,156
58261,3936,6.81588026295463,35,3775.37004069176,0,32,1003,4.593457943925234,3932,76,4,203000,23,0.0,52
1153333,13799,1.23242810185783,415,198359.43548387,0,86,568,0.208955223880597,124,66,7,77300,3,0.0,1772
73458,152,0.208282283753981,1,14148.2941459496,0,78,6,507.0182268883056,496733,53,1,2940000,3,0.0,7200
3559782,225787,6.35679375871893,501,258801.222727272,4,88,77,3.9386189258312023,220,47,11,235000,3,0.0,52
1662068,98377,5.98814248273837,1150,330413.934210526,0,86,163,2.3644444444444446,76,47,8,23200,10,0.0,39
495084,25925,5.37625938224624,692,286936.376623376,0,32,752,0.4122370936902486,154,57,12,794000,4,0.0,384
757450,50557,6.7477721301736,554,224902.5625,1,85,19,3.5368421052631582,96,52,12,63300,7,0.0,55
4329332,207726,4.91463810121284,5045,588701.51641791,0,32,281,0.6824796274738067,335,38,4,223000,19,0.78125,59
7195876,236700,3.32358423074549,2461,1445260.88973384,0,29,617,1.3276442307692307,789,32,5,3500000,4,0.0,36
1969943,13247,0.6872280060895161,291,122944.631229235,0,87,149,0.743997175141243,301,100,8,449000,8,-0.3,3007
313219,2463,0.824981881686615,121,662175.359389348,0,86,14,12.803695150115473,8712,48,1,8640000,5,0.428571428571428,1181
1829581,16117,0.906546362254527,469,809516.045454545,0,86,160,0.1925,22,29,8,55000,2,0.125,2777
24183948,957918,4.02634838612785,15812,252021.168776371,1,87,330,5.666951323654995,948,51,2,699000,2,0.0,60
54026,1419,2.87083996594232,132,167165.917508417,0,86,3190,1.271948608137045,594,39,4,441000,11,0.0,322
38039200,941633,2.49817030852383,8651,647683.015647226,4,86,489,16.91711229946524,6327,93,9,5560000,11,0.0,25
514663,59789,11.6705494663498,275,4304406.19397993,2,32,6,1.682475884244373,299,58,1,2360000,22,0.25,44
122678,4609,3.8287223463049602,88,23315.3333333333,0,87,1710,0.020874751491053677,6,35,5,1280,2,0.0,301
91404,3813,4.52824821670824,326,84979.7029620874,1,85,121,58.38449087698646,56683,82,9,8220000,10,0.0,31
3118417,341831,11.003691937287401,1310,212723.187458745,1,32,791,5.315789473684211,1515,49,11,1650000,1,0.0,27
2352868,0,0.0764173765804116,1798,703018.320910973,0,85,527,2.9357452966714903,1449,22,8,1580000,5,0.0,30
827504,78527,9.51922891007173,245,3407149.28240405,3,32,12,5.464669304691917,1381,42,1,6500000,6,0.0,58
14131852,286003,2.11951696069276,13524,1870748.90819081,0,86,3253,3.0660358762073723,2222,48,2,20900000,7,0.0,310
1499557,44969,3.06670570041685,1018,720176.552447552,0,86,635,0.6094986807387863,429,51,4,3900000,8,0.0,933
32170,1803,6.23873173764376,204,46703.8472775564,1,86,4,6.223140495867768,753,58,1,140000,0,0.325,1239
411668,16065,4.16816463752344,1094,143629.728813559,0,86,282,0.3970199471280942,236,70,4,570000,1,0.4,1846
361505,21331,6.07847747610683,643,33938.3513513513,0,86,181,0.20543327384493357,148,81,7,57000,6,0.0,472
256072,10421,4.3597113311881,743,467746.05,0,86,691,0.40829552819183407,180,22,2,709000,10,0.0,663
1432655,60500,4.46583441233234,3480,13508614.7093023,0,2,45,0.16952970994086175,86,42,12,10900000,13,0.0,2887
1978776,36915,2.04783158882056,3607,143620.94117647,0,87,158,1.0818181818181818,34,34,8,50400,7,0.0,601
274794,2269,0.906861139617313,223,719446.316770186,0,87,344,1.0899419729206963,483,30,2,1110000,22,-0.625,1143
9493056,91124,0.988522557962367,2717,5489385.76943521,0,86,2634,1.5730924294460207,1505,51,11,7430000,15,0.136363636363636,205
252035,9483,3.9403257484079504,448,25239.75,0,87,274,0.017121891561353443,12,57,4,6070,15,0.0,766
185180,34,0.0183605140943946,0,51778.4959396751,2,86,405,2.155384890158957,1724,63,12,166000,7,0.0,37
775415,32906,4.50842452106291,2053,8383.35652173913,0,86,985,0.33639782699540327,230,63,5,58900,4,-0.00416666666666665,3479
624366,5331,0.867119606128456,83,307265.921568627,0,78,83,0.2938271604938272,51,97,10,168000,15,0.0,7403
1435030,10388,0.723887305491871,0,133090.646551724,0,2,1417,0.3954224494765035,232,38,3,124000,11,0.5,395
467226,11863,2.62720824611644,412,47400.5785123966,0,86,225,1.0610710930159724,484,40,6,68500,6,0.0,11
778119,45810,6.6935777175470506,6274,116446.524723829,0,11,216,5.475005142974696,3802,80,6,1390000,14,-0.00833333333333333,1407
73885,2961,4.37842593219192,274,522165.489820359,0,2,6,1.8197384806973846,835,11,1,1030000,20,0.16,591
884340,48097,5.96286496144017,4635,641283.277777777,0,32,8,9.692307692307692,36,96,1,667000,2,-0.6,670
233165,2530,1.15583385156434,165,618598.530506721,0,85,17,4.388804841149773,2901,54,1,3580000,10,0.136363636363636,608
1194855,41718,3.56319386034288,857,56268.8853503184,0,87,610,0.992773261065944,157,98,5,24000,14,0.4,15
130333,1761,1.5468070250819,255,62675.4944852941,0,86,1572,1.8098859315589353,544,42,9,242000,8,-0.1,242
58850,4088,7.66694987255734,424,43826.8102564102,1,11,137,0.7894736842105263,195,44,9,99900,5,0.0,624
3792790,255314,6.7526280126239495,799,257355.04040404,0,87,200,0.44623309723116544,198,24,7,225000,13,0.0,58
3104126,29899,1.14106192854284,5521,595135.451434562,0,86,3336,10.748975409836067,10491,54,12,24100000,10,0.0,250
227627,8642,4.115504751193829,726,248561.424012158,0,86,120,1.042081447963801,658,56,9,1500000,13,0.0,959
43167119,351102,0.815822339220738,1065,5564187.5144321,0,86,751,15.655080213903744,5855,78,12,36900000,6,0.0,15
627020,8400,1.38209307518101,266,308182.220028208,0,87,3429,0.8564279551337359,709,7,8,1400000,2,0.0,664
1140243,74560,6.624815938357,979,3861071.45614035,1,87,113,0.4132145816072908,285,43,9,4920000,7,0.136363636363636,52
2810377,52036,1.8532389070932398,47,2458348.87620357,0,87,1416,2.332263978001833,727,7,3,5280,19,0.0,199
14058077,464432,3.3281792381703403,3446,1161371.56,1,11,912,3.200795228628231,1150,39,7,10100000,8,0.0,10
631983,19663,3.1228688113446,73,2062406.21097046,1,32,378,3.449064449064449,237,100,1,1500000,2,1.0,60
675416,19664,2.98971300650265,529,1870748.90819081,1,86,299,3.0660358762073723,2222,58,3,20900000,6,0.0,354
17353120,467613,2.7149411748434797,3514,243240.368571428,0,57,159,11.893203883495145,350,68,8,172000,8,0.568181818181818,55
1114945,18942,1.7172147505033801,204,1290007.45306633,1,86,1301,1.6404164833553307,1598,63,6,16100000,13,0.0,657
21527,1499,8.05500069679936,235,148505.584795321,1,86,6,0.9571405725251879,855,36,1,769000,3,0.0,1200
298742,23188,7.774601495604901,38,487492.059299191,2,8,15,2.4339268978444237,371,45,1,314000,5,0.0,30
14002030,1135066,8.11297361882527,915,597965.380550621,2,32,1061,5.5215411558669,2252,99,2,2670000,17,0.275,57
4642920,312236,6.74024105519802,708,3927164.49359795,0,32,583,6.924635845471818,1562,60,6,4650000,4,0.0,38
4445187,116514,2.83839577502588,9658,1175011.62400335,0,11,686,8.483302254619428,7149,29,3,16100000,9,-0.2,1223
7527469,407649,5.4577308787322805,3180,6821592.89766839,1,27,1363,3.91027496382055,772,22,4,2880000,2,0.0,31
28880,1053,3.97160664819944,94,38635.5878003696,0,85,15,1.3022696011004125,541,28,1,199000,3,0.1,1099
57448081,2755925,4.80547818472822,4730,2198002.9866444,4,86,457,5.531662269129288,599,61,10,2290000,5,0.0,18
19272486,521365,2.71107733584551,1127,5397902.66447368,6,32,129,2.14170692431562,760,93,9,7840000,22,0.25,60
3537605,94254,2.76362115046761,3512,2769682.26825842,0,87,112,1.2528908999497235,712,40,9,9970000,5,0.5,1316
13589430,16001,0.11774592458991999,0,3858804.59102902,0,86,1611,2.571982549684925,758,88,8,3460000,3,0.0,224
71819,607,1.3659338058174,374,68838.8477123662,1,27,93,41.53348038443359,37659,55,10,5580000,11,-0.2125,898
520271,4364,1.3381487724666499,2598,49074.2863393041,0,86,6,87.82434614142718,77712,74,1,2800000,14,0.0,339
21495417,496349,2.36850487710938,12771,2120500.47727272,0,86,1337,0.2011100228534117,88,50,5,2330000,20,0.0,472
530897,8583,1.7752972798866802,842,81487.5418383724,0,86,1421,23.612964588820603,23053,24,2,3940000,4,0.0,211
1821857,33607,1.93357656501031,1620,7342828.67919276,0,85,604,1.586843350686228,1437,43,5,21100000,5,0.170454545454545,558
1360923,136773,10.1225418337407,987,498048.729619565,0,32,28,14.350974930362117,736,28,12,527000,23,-0.1875,26
1191313,47686,4.08750680971331,1009,2886959.37740384,1,86,930,1.705916813122437,416,33,7,1560000,8,-1.0,15
14805,1022,8.436339074636939,227,3816.62739463601,1,87,5,7.067698259187622,1044,33,1,25600,1,0.0,917
209895,5057,2.46504204483193,117,121573.885375494,0,77,523,3.9917355371900825,759,63,8,678000,5,0.0,870
46947,2222,5.0099047862483195,130,69925.1748251748,0,86,65,0.29712080736123475,143,91,11,169000,7,0.0,870
174376,5432,3.37546451346515,454,162060.924882629,0,86,21,0.5340257879656161,213,30,12,340000,7,0.0,1371
72269,3525,5.09347022928226,156,60802.5736040609,0,86,151,0.8130896226415094,197,46,8,144000,13,0.0,757
464072,19422,4.39048251133444,953,278262.07079646,2,86,623,3.0706521739130435,565,46,5,1210000,4,0.25,24
374378,6312,1.78963507471058,388,97596.965408805,0,86,55,0.3797986691690838,318,40,11,221000,0,0.0,9413
1792502,111471,6.22504186885147,113,1197757.10290237,0,45,740,0.6451848249027238,379,16,1,4350000,18,0.0,58
569105,13707,2.42679294682,104,521361.185991481,0,29,126,2.7693315858453476,2113,84,9,3530000,20,0.5,24
111866,12434,11.851679688198299,824,116906.100323624,1,87,73,1.166352116473443,618,43,11,589000,9,0.199999999999999,1380
683348,19091,2.85842645328588,442,40016.9493293591,0,87,794,0.7625,671,37,11,132000,6,0.5,60
34101437,2139000,6.2892716221899905,5732,1230385.84736842,0,85,260,3.051858650757228,950,37,5,3430000,13,-1.0,59
14229122,347275,2.46894362139842,4034,2152400.46493506,3,87,241,0.6557177615571776,385,57,5,1310000,13,0.8,29
9964257,466562,4.7154745205789,3300,464963.117507619,0,86,622,11.101503759398495,2953,55,5,2230000,14,0.0,49
160797,1306,0.8296174679875861,28,3605.93975903614,0,32,2777,0.1731227651966627,83,19,6,1390,17,0.0,81
68249249,1763033,2.58614567319268,1992,747531.042105263,0,32,1448,0.26988636363636365,95,51,2,159000,21,0.0,16
157964,1714,1.1040490238282101,30,1008599.32653061,0,85,6,0.4879089615931721,98,82,1,273000,3,0.0,5357
43023061,555255,1.29422683337199,1561,622975.700680272,9,87,620,0.46783359854512396,294,90,5,183000,2,0.5,15
